Code,Area,Year,Income,Rent
E09000001,City of London,1997,27601.6,2570.88
E09000002,Barking and Dagenham,1997,14976.0,3396.6399999999994
E09000003,Barnet,1997,14107.6,3021.72
E09000004,Bexley,1997,13863.2,2646.8
E09000005,Brent,1997,15657.2,2833.48
E09000006,Bromley,1997,11346.4,2961.4
E09000007,Camden,1997,20425.6,2810.08
E09000008,Croydon,1997,15834.0,3274.44
E09000009,Ealing,1997,17612.399999999998,2817.36
E09000010,Enfield,1997,14877.2,3061.76
E09000011,Greenwich,1997,15548.0,2878.72
E09000012,Hackney,1997,20181.2,2677.48
E09000013,Hammersmith and Fulham,1997,20659.6,2607.8
E09000014,Haringey,1997,15600.0,2719.6
E09000015,Harrow,1997,15880.8,2829.84
E09000016,Havering,1997,10363.6,2741.96
E09000017,Hillingdon,1997,18579.6,2883.4
E09000018,Hounslow,1997,18132.4,2971.8
E09000019,Islington,1997,21002.8,2626.0
E09000020,Kensington and Chelsea,1997,16624.399999999998,2472.08
E09000021,Kingston upon Thames,1997,15054.0,2806.96
E09000022,Lambeth,1997,19760.0,2520.44
E09000023,Lewisham,1997,16120.0,2538.12
E09000024,Merton,1997,13982.8,2989.48
E09000025,Newham,1997,16889.600000000002,2766.4
E09000026,Redbridge,1997,14180.4,2960.88
E09000027,Richmond upon Thames,1997,15906.8,2930.72
E09000028,Southwark,1997,19682.0,2598.44
E09000029,Sutton,1997,17446.0,2709.2000000000003
E09000030,Tower Hamlets,1997,22100.0,2703.48
E09000031,Waltham Forest,1997,14196.0,2709.2000000000003
E09000032,Wandsworth,1997,16770.0,2883.4
E09000033,Westminster,1997,21054.8,2683.2000000000003
E09000001,City of London,1998,28303.6,2674.88
E09000002,Barking and Dagenham,1998,18922.8,3529.76
E09000003,Barnet,1998,16406.0,3217.76
E09000004,Bexley,1998,15308.8,3056.56
E09000005,Brent,1998,16629.600000000002,2922.92
E09000006,Bromley,1998,10706.8,3097.64
E09000007,Camden,1998,21476.0,3076.84
E09000008,Croydon,1998,16811.600000000002,3429.4
E09000009,Ealing,1998,18064.8,3078.4
E09000010,Enfield,1998,15594.8,3189.6800000000003
E09000011,Greenwich,1998,16224.0,3107.52
E09000012,Hackney,1998,22588.8,2905.76
E09000013,Hammersmith and Fulham,1998,20181.2,2778.36
E09000014,Haringey,1998,14643.2,2892.24
E09000015,Harrow,1998,17576.0,3073.72
E09000016,Havering,1998,10847.2,3037.84
E09000017,Hillingdon,1998,19791.2,3075.28
E09000018,Hounslow,1998,18371.6,3199.56
E09000019,Islington,1998,21320.0,2829.32
E09000020,Kensington and Chelsea,1998,18600.4,2617.6800000000003
E09000021,Kingston upon Thames,1998,16868.8,3120.52
E09000022,Lambeth,1998,20935.2,2676.96
E09000023,Lewisham,1998,15600.0,2721.16
E09000024,Merton,1998,16952.0,3190.2000000000003
E09000025,Newham,1998,17279.600000000002,3059.16
E09000026,Redbridge,1998,14123.2,3258.84
E09000027,Richmond upon Thames,1998,16525.600000000002,3033.6800000000003
E09000028,Southwark,1998,19999.2,2746.12
E09000029,Sutton,1998,15808.0,2891.2000000000003
E09000030,Tower Hamlets,1998,23644.4,2896.4
E09000031,Waltham Forest,1998,15787.2,3046.6800000000003
E09000032,Wandsworth,1998,17794.399999999998,3055.52
E09000033,Westminster,1998,21366.8,2882.36
E09000001,City of London,1999,31740.8,2744.04
E09000002,Barking and Dagenham,1999,18200.0,3586.44
E09000003,Barnet,1999,16504.8,3318.12
E09000004,Bexley,1999,16229.2,3076.84
E09000005,Brent,1999,17009.2,3108.56
E09000006,Bromley,1999,10394.8,3184.48
E09000007,Camden,1999,22266.4,3186.04
E09000008,Croydon,1999,17300.399999999998,3603.6
E09000009,Ealing,1999,19011.2,3120.0
E09000010,Enfield,1999,15714.4,3332.16
E09000011,Greenwich,1999,17108.0,3191.76
E09000012,Hackney,1999,22588.8,2983.24
E09000013,Hammersmith and Fulham,1999,21964.8,2916.6800000000003
E09000014,Haringey,1999,16972.8,3036.28
E09000015,Harrow,1999,17165.2,3278.6
E09000016,Havering,1999,9386.0,3154.32
E09000017,Hillingdon,1999,18844.8,3194.88
E09000018,Hounslow,1999,19500.0,3424.2
E09000019,Islington,1999,23504.0,2983.76
E09000020,Kensington and Chelsea,1999,18647.2,2749.76
E09000021,Kingston upon Thames,1999,15886.0,3141.84
E09000022,Lambeth,1999,21595.6,2840.24
E09000023,Lewisham,1999,17940.0,2839.2000000000003
E09000024,Merton,1999,16962.399999999998,3271.84
E09000025,Newham,1999,16733.600000000002,3180.32
E09000026,Redbridge,1999,15262.0,3410.6800000000003
E09000027,Richmond upon Thames,1999,18824.0,3111.6800000000003
E09000028,Southwark,1999,20763.6,2897.44
E09000029,Sutton,1999,16442.399999999998,3012.88
E09000030,Tower Hamlets,1999,25095.2,3029.0
E09000031,Waltham Forest,1999,16707.600000000002,3204.24
E09000032,Wandsworth,1999,18252.0,3182.92
E09000033,Westminster,1999,22448.4,3046.6800000000003
E09000001,City of London,2000,33259.200000000004,2887.04
E09000002,Barking and Dagenham,2000,19494.8,3298.88
E09000003,Barnet,2000,14970.8,3417.44
E09000004,Bexley,2000,16681.600000000002,3246.88
E09000005,Brent,2000,18772.0,3241.6800000000003
E09000006,Bromley,2000,10816.0,3348.28
E09000007,Camden,2000,23680.8,3284.32
E09000008,Croydon,2000,18283.2,3663.92
E09000009,Ealing,2000,19406.4,3257.8
E09000010,Enfield,2000,17659.2,3300.96
E09000011,Greenwich,2000,16837.600000000002,3221.92
E09000012,Hackney,2000,21788.0,3104.4
E09000013,Hammersmith and Fulham,2000,22791.6,3019.64
E09000014,Haringey,2000,17841.2,3142.36
E09000015,Harrow,2000,17004.0,3368.56
E09000016,Havering,2000,9510.8,3239.08
E09000017,Hillingdon,2000,19666.4,3330.6
E09000018,Hounslow,2000,20836.4,3484.5200000000004
E09000019,Islington,2000,25433.2,3124.16
E09000020,Kensington and Chelsea,2000,20716.8,2836.6
E09000021,Kingston upon Thames,2000,17009.2,3206.32
E09000022,Lambeth,2000,22094.8,2957.24
E09000023,Lewisham,2000,18543.2,2970.76
E09000024,Merton,2000,16962.399999999998,3322.8
E09000025,Newham,2000,18772.0,3323.84
E09000026,Redbridge,2000,15953.6,3525.6
E09000027,Richmond upon Thames,2000,18969.6,3143.4
E09000028,Southwark,2000,22672.0,3027.44
E09000029,Sutton,2000,16759.600000000002,3138.72
E09000030,Tower Hamlets,2000,26488.8,3021.72
E09000031,Waltham Forest,2000,16525.600000000002,3360.76
E09000032,Wandsworth,2000,19962.8,3283.28
E09000033,Westminster,2000,23457.2,3142.88
E09000001,City of London,2001,34933.6,2960.36
E09000002,Barking and Dagenham,2001,18486.0,3337.3600000000006
E09000003,Barnet,2001,16624.399999999998,3520.4
E09000004,Bexley,2001,16796.0,3306.16
E09000005,Brent,2001,18772.0,3244.28
E09000006,Bromley,2001,9531.6,3419.5200000000004
E09000007,Camden,2001,25469.6,3388.32
E09000008,Croydon,2001,18673.2,3736.2
E09000009,Ealing,2001,19890.0,3311.36
E09000010,Enfield,2001,18938.4,3331.12
E09000011,Greenwich,2001,17903.600000000002,3271.84
E09000012,Hackney,2001,22776.0,3111.16
E09000013,Hammersmith and Fulham,2001,24081.2,3106.48
E09000014,Haringey,2001,17612.399999999998,3220.36
E09000015,Harrow,2001,18574.4,3458.0
E09000016,Havering,2001,9443.2,3352.44
E09000017,Hillingdon,2001,21429.2,3422.12
E09000018,Hounslow,2001,20597.2,3481.92
E09000019,Islington,2001,26197.6,3076.32
E09000020,Kensington and Chelsea,2001,21481.2,2910.44
E09000021,Kingston upon Thames,2001,17752.8,3267.16
E09000022,Lambeth,2001,22952.8,3027.44
E09000023,Lewisham,2001,18371.6,3085.16
E09000024,Merton,2001,18241.6,3472.56
E09000025,Newham,2001,19078.8,3346.2
E09000026,Redbridge,2001,16972.8,3499.0800000000004
E09000027,Richmond upon Thames,2001,18584.8,3350.88
E09000028,Southwark,2001,28147.6,3103.36
E09000029,Sutton,2001,18106.4,3224.52
E09000030,Tower Hamlets,2001,29047.2,3148.08
E09000031,Waltham Forest,2001,17092.399999999998,3472.56
E09000032,Wandsworth,2001,19791.2,3345.6800000000003
E09000033,Westminster,2001,24954.8,3255.2000000000003
E09000001,City of London,2002,35339.200000000004,3052.4
E09000002,Barking and Dagenham,2002,20212.4,3599.44
E09000003,Barnet,2002,16718.0,3604.64
E09000004,Bexley,2002,17680.0,3445.0
E09000005,Brent,2002,18501.6,3411.72
E09000006,Bromley,2002,9734.4,3574.48
E09000007,Camden,2002,25948.0,3510.0
E09000008,Croydon,2002,19136.0,3873.48
E09000009,Ealing,2002,21148.4,3456.44
E09000010,Enfield,2002,18813.6,3538.0800000000004
E09000011,Greenwich,2002,18033.6,3425.24
E09000012,Hackney,2002,21788.0,3257.8
E09000013,Hammersmith and Fulham,2002,26202.8,3228.16
E09000014,Haringey,2002,17924.399999999998,3338.92
E09000015,Harrow,2002,19182.8,3639.48
E09000016,Havering,2002,9885.2,3514.16
E09000017,Hillingdon,2002,20950.8,3551.0800000000004
E09000018,Hounslow,2002,22063.6,3613.48
E09000019,Islington,2002,30451.2,3222.96
E09000020,Kensington and Chelsea,2002,23030.8,3033.16
E09000021,Kingston upon Thames,2002,18330.0,3458.5200000000004
E09000022,Lambeth,2002,22562.8,3179.28
E09000023,Lewisham,2002,18886.4,3212.56
E09000024,Merton,2002,17357.600000000002,3572.4
E09000025,Newham,2002,19515.6,3504.28
E09000026,Redbridge,2002,17425.2,3705.0
E09000027,Richmond upon Thames,2002,18460.0,3370.6399999999994
E09000028,Southwark,2002,29348.8,3225.04
E09000029,Sutton,2002,19500.0,3385.2
E09000030,Tower Hamlets,2002,28048.8,3307.72
E09000031,Waltham Forest,2002,17586.399999999998,3528.2
E09000032,Wandsworth,2002,20919.6,3459.04
E09000033,Westminster,2002,26447.2,3362.32
E09000001,City of London,2003,36930.4,3217.76
E09000002,Barking and Dagenham,2003,20378.8,3589.56
E09000003,Barnet,2003,18189.6,3682.64
E09000004,Bexley,2003,18200.0,3522.48
E09000005,Brent,2003,19962.8,3553.6800000000003
E09000006,Bromley,2003,11502.4,3677.96
E09000007,Camden,2003,27326.0,3630.64
E09000008,Croydon,2003,19734.0,3956.68
E09000009,Ealing,2003,21996.0,3602.56
E09000010,Enfield,2003,19375.2,3627.52
E09000011,Greenwich,2003,19624.8,3542.76
E09000012,Hackney,2003,23082.8,3361.28
E09000013,Hammersmith and Fulham,2003,26951.6,3363.88
E09000014,Haringey,2003,19063.2,3440.32
E09000015,Harrow,2003,19203.6,3587.48
E09000016,Havering,2003,11154.0,3592.6800000000003
E09000017,Hillingdon,2003,22718.8,3689.92
E09000018,Hounslow,2003,22958.0,3687.84
E09000019,Islington,2003,30357.6,3398.72
E09000020,Kensington and Chelsea,2003,22604.4,3190.2000000000003
E09000021,Kingston upon Thames,2003,19396.0,3554.2
E09000022,Lambeth,2003,23394.8,3302.52
E09000023,Lewisham,2003,19182.8,3297.32
E09000024,Merton,2003,17830.8,3662.88
E09000025,Newham,2003,21247.2,3550.56
E09000026,Redbridge,2003,17659.2,3847.48
E09000027,Richmond upon Thames,2003,20051.2,3532.3600000000006
E09000028,Southwark,2003,29811.6,3353.48
E09000029,Sutton,2003,20950.8,3492.84
E09000030,Tower Hamlets,2003,31938.4,3474.6399999999994
E09000031,Waltham Forest,2003,18657.6,3584.88
E09000032,Wandsworth,2003,22505.6,3601.5200000000004
E09000033,Westminster,2003,25948.0,3497.0
E09000001,City of London,2004,38885.6,3417.44
E09000002,Barking and Dagenham,2004,23566.4,3656.64
E09000003,Barnet,2004,20092.8,3876.6
E09000004,Bexley,2004,13312.0,3466.84
E09000005,Brent,2004,20623.2,3732.04
E09000006,Bromley,2004,13520.0,3669.12
E09000007,Camden,2004,27944.8,3810.04
E09000008,Croydon,2004,20566.0,4052.3600000000006
E09000009,Ealing,2004,22791.6,3770.52
E09000010,Enfield,2004,22500.4,3815.24
E09000011,Greenwich,2004,19962.8,3724.76
E09000012,Hackney,2004,23883.6,3512.6
E09000013,Hammersmith and Fulham,2004,26863.2,3540.16
E09000014,Haringey,2004,19640.4,3566.6800000000003
E09000015,Harrow,2004,20956.0,3748.68
E09000016,Havering,2004,12194.0,3710.2
E09000017,Hillingdon,2004,24564.8,3823.04
E09000018,Hounslow,2004,23181.6,3843.84
E09000019,Islington,2004,27523.6,3526.12
E09000020,Kensington and Chelsea,2004,21964.8,3372.72
E09000021,Kingston upon Thames,2004,19942.0,3718.0
E09000022,Lambeth,2004,24918.4,3410.16
E09000023,Lewisham,2004,20690.8,3511.04
E09000024,Merton,2004,19427.2,3792.88
E09000025,Newham,2004,23259.6,3711.24
E09000026,Redbridge,2004,17565.600000000002,3885.44
E09000027,Richmond upon Thames,2004,22349.6,3625.96
E09000028,Southwark,2004,27008.8,3523.0
E09000029,Sutton,2004,20592.0,3586.44
E09000030,Tower Hamlets,2004,34918.0,3642.6
E09000031,Waltham Forest,2004,18298.8,3684.2
E09000032,Wandsworth,2004,22952.8,3764.28
E09000033,Westminster,2004,27944.8,3709.68
E09000001,City of London,2005,40788.8,3754.4
E09000002,Barking and Dagenham,2005,23285.6,3891.16
E09000003,Barnet,2005,19931.6,4123.599999999999
E09000004,Bexley,2005,19728.8,3755.44
E09000005,Brent,2005,21663.2,4015.44
E09000006,Bromley,2005,18304.0,3896.88
E09000007,Camden,2005,27903.2,4205.24
E09000008,Croydon,2005,19401.2,4240.08
E09000009,Ealing,2005,23041.2,4053.92
E09000010,Enfield,2005,19838.0,4033.12
E09000011,Greenwich,2005,22204.0,3934.84
E09000012,Hackney,2005,25625.6,3750.24
E09000013,Hammersmith and Fulham,2005,26904.8,3810.04
E09000014,Haringey,2005,20311.2,3809.52
E09000015,Harrow,2005,20264.4,4043.0
E09000016,Havering,2005,18543.2,4021.68
E09000017,Hillingdon,2005,25724.4,4100.72
E09000018,Hounslow,2005,24341.2,4064.32
E09000019,Islington,2005,27450.8,3719.04
E09000020,Kensington and Chelsea,2005,21668.4,3641.56
E09000021,Kingston upon Thames,2005,18590.0,4175.08
E09000022,Lambeth,2005,24497.2,3619.72
E09000023,Lewisham,2005,20347.6,3713.32
E09000024,Merton,2005,21044.4,3993.08
E09000025,Newham,2005,23322.0,3973.84
E09000026,Redbridge,2005,18803.2,4241.12
E09000027,Richmond upon Thames,2005,21923.2,3815.76
E09000028,Southwark,2005,27040.0,3757.52
E09000029,Sutton,2005,19510.4,3932.76
E09000030,Tower Hamlets,2005,34881.6,3849.56
E09000031,Waltham Forest,2005,17435.600000000002,3862.04
E09000032,Wandsworth,2005,22963.2,4037.8
E09000033,Westminster,2005,28173.6,3959.8
E09000001,City of London,2006,41688.4,3823.04
E09000002,Barking and Dagenham,2006,23431.2,4079.92
E09000003,Barnet,2006,21080.8,4299.360000000001
E09000004,Bexley,2006,19302.4,3926.52
E09000005,Brent,2006,23140.0,4115.28
E09000006,Bromley,2006,19188.0,4056.52
E09000007,Camden,2006,29104.4,4331.08
E09000008,Croydon,2006,21439.6,4427.8
E09000009,Ealing,2006,22807.2,4329.52
E09000010,Enfield,2006,20711.6,4258.8
E09000011,Greenwich,2006,21470.8,4087.2
E09000012,Hackney,2006,26925.6,3923.92
E09000013,Hammersmith and Fulham,2006,26904.8,4007.64
E09000014,Haringey,2006,20992.4,3964.48
E09000015,Harrow,2006,20971.6,4278.56
E09000016,Havering,2006,18590.0,4253.599999999999
E09000017,Hillingdon,2006,23883.6,4372.16
E09000018,Hounslow,2006,23181.6,4215.639999999999
E09000019,Islington,2006,29874.0,3925.48
E09000020,Kensington and Chelsea,2006,21678.8,3869.84
E09000021,Kingston upon Thames,2006,21429.2,4357.08
E09000022,Lambeth,2006,26187.2,3781.44
E09000023,Lewisham,2006,21294.0,3892.72
E09000024,Merton,2006,19786.0,4226.56
E09000025,Newham,2006,22386.0,4148.56
E09000026,Redbridge,2006,20384.0,4353.96
E09000027,Richmond upon Thames,2006,21938.8,3998.8
E09000028,Southwark,2006,28329.6,3986.32
E09000029,Sutton,2006,21075.6,4120.48
E09000030,Tower Hamlets,2006,35250.8,3938.48
E09000031,Waltham Forest,2006,19500.0,4035.72
E09000032,Wandsworth,2006,23379.2,4230.72
E09000033,Westminster,2006,28496.0,4176.12
E09000001,City of London,2007,42354.0,4496.96
E09000002,Barking and Dagenham,2007,25604.8,4235.400000000001
E09000003,Barnet,2007,20763.6,4463.68
E09000004,Bexley,2007,19531.2,4085.64
E09000005,Brent,2007,22375.6,4347.72
E09000006,Bromley,2007,18969.6,4312.88
E09000007,Camden,2007,28901.6,4520.88
E09000008,Croydon,2007,21034.0,4587.96
E09000009,Ealing,2007,23873.2,4437.68
E09000010,Enfield,2007,21840.0,4415.84
E09000011,Greenwich,2007,23446.8,4204.72
E09000012,Hackney,2007,25906.4,4080.96
E09000013,Hammersmith and Fulham,2007,28100.8,4227.599999999999
E09000014,Haringey,2007,22490.0,4167.28
E09000015,Harrow,2007,20571.2,4345.639999999999
E09000016,Havering,2007,19453.2,4450.16
E09000017,Hillingdon,2007,27284.4,4547.400000000001
E09000018,Hounslow,2007,24913.2,4408.56
E09000019,Islington,2007,30550.0,4170.400000000001
E09000020,Kensington and Chelsea,2007,23660.0,4119.44
E09000021,Kingston upon Thames,2007,21476.0,4551.56
E09000022,Lambeth,2007,27310.4,3931.2
E09000023,Lewisham,2007,21819.2,4086.68
E09000024,Merton,2007,20373.6,4389.84
E09000025,Newham,2007,23415.6,4284.28
E09000026,Redbridge,2007,22614.8,4546.88
E09000027,Richmond upon Thames,2007,23166.0,4182.88
E09000028,Southwark,2007,28470.0,4202.12
E09000029,Sutton,2007,22687.6,4287.92
E09000030,Tower Hamlets,2007,37960.0,4060.68
E09000031,Waltham Forest,2007,21252.4,4180.8
E09000032,Wandsworth,2007,24419.2,4475.12
E09000033,Westminster,2007,30399.2,4437.16
E09000001,City of London,2008,44844.8,4290.52
E09000002,Barking and Dagenham,2008,24741.6,4437.68
E09000003,Barnet,2008,21814.0,4684.68
E09000004,Bexley,2008,19557.2,4280.12
E09000005,Brent,2008,22713.6,4635.28
E09000006,Bromley,2008,19879.6,4442.88
E09000007,Camden,2008,31891.6,4742.92
E09000008,Croydon,2008,22547.2,4741.88
E09000009,Ealing,2008,24882.0,4661.28
E09000010,Enfield,2008,20092.8,4619.16
E09000011,Greenwich,2008,22422.4,4471.48
E09000012,Hackney,2008,28152.8,4320.68
E09000013,Hammersmith and Fulham,2008,30669.6,4538.04
E09000014,Haringey,2008,22084.4,4357.599999999999
E09000015,Harrow,2008,21642.4,4743.96
E09000016,Havering,2008,21049.6,4631.12
E09000017,Hillingdon,2008,27627.6,4771.0
E09000018,Hounslow,2008,24570.0,4628.52
E09000019,Islington,2008,32032.0,4392.44
E09000020,Kensington and Chelsea,2008,25339.6,4332.639999999999
E09000021,Kingston upon Thames,2008,20893.6,4785.04
E09000022,Lambeth,2008,27903.2,4188.08
E09000023,Lewisham,2008,21663.2,4136.08
E09000024,Merton,2008,18938.4,4578.599999999999
E09000025,Newham,2008,24632.4,4509.44
E09000026,Redbridge,2008,22765.6,4763.2
E09000027,Richmond upon Thames,2008,24944.4,4397.12
E09000028,Southwark,2008,28730.0,4420.52
E09000029,Sutton,2008,21725.6,4407.0
E09000030,Tower Hamlets,2008,39863.2,4311.84
E09000031,Waltham Forest,2008,20997.6,4383.599999999999
E09000032,Wandsworth,2008,24908.0,4664.400000000001
E09000033,Westminster,2008,31891.6,4685.72
E09000001,City of London,2009,45723.6,4626.96
E09000002,Barking and Dagenham,2009,25162.8,4693.0
E09000003,Barnet,2009,22516.0,4945.2
E09000004,Bexley,2009,20571.2,4467.32
E09000005,Brent,2009,23930.4,4892.16
E09000006,Bromley,2009,20295.6,4656.599999999999
E09000007,Camden,2009,31896.8,5000.32
E09000008,Croydon,2009,23342.8,5023.72
E09000009,Ealing,2009,25006.8,4976.400000000001
E09000010,Enfield,2009,22230.0,4830.8
E09000011,Greenwich,2009,23660.0,4716.400000000001
E09000012,Hackney,2009,28423.2,4650.360000000001
E09000013,Hammersmith and Fulham,2009,30862.0,4785.56
E09000014,Haringey,2009,22412.0,4584.32
E09000015,Harrow,2009,22053.2,4994.08
E09000016,Havering,2009,21361.6,4462.639999999999
E09000017,Hillingdon,2009,27840.8,5050.24
E09000018,Hounslow,2009,27289.6,4879.16
E09000019,Islington,2009,32630.0,4695.08
E09000020,Kensington and Chelsea,2009,25558.0,4622.8
E09000021,Kingston upon Thames,2009,22926.8,5063.24
E09000022,Lambeth,2009,29681.6,4399.72
E09000023,Lewisham,2009,25173.2,4295.2
E09000024,Merton,2009,19260.8,4833.400000000001
E09000025,Newham,2009,25906.4,4723.16
E09000026,Redbridge,2009,22802.0,5128.24
E09000027,Richmond upon Thames,2009,24393.2,4631.639999999999
E09000028,Southwark,2009,29640.0,4701.84
E09000029,Sutton,2009,20945.6,4785.56
E09000030,Tower Hamlets,2009,40097.2,4546.360000000001
E09000031,Waltham Forest,2009,22276.8,4613.96
E09000032,Wandsworth,2009,25911.6,4934.8
E09000033,Westminster,2009,31891.6,4989.92
E09000001,City of London,2010,46378.8,4985.76
E09000002,Barking and Dagenham,2010,25386.4,4975.88
E09000003,Barnet,2010,22282.0,5281.12
E09000004,Bexley,2010,21637.2,4701.84
E09000005,Brent,2010,22188.4,5218.72
E09000006,Bromley,2010,19978.4,4970.16
E09000007,Camden,2010,32884.8,5333.12
E09000008,Croydon,2010,24575.2,5268.639999999999
E09000009,Ealing,2010,25448.8,5289.96
E09000010,Enfield,2010,21855.6,5193.24
E09000011,Greenwich,2010,25365.6,4962.88
E09000012,Hackney,2010,30300.4,4909.84
E09000013,Hammersmith and Fulham,2010,29962.4,5155.8
E09000014,Haringey,2010,23920.0,4906.72
E09000015,Harrow,2010,18824.0,5321.68
E09000016,Havering,2010,21574.8,4784.0
E09000017,Hillingdon,2010,29109.6,5324.28
E09000018,Hounslow,2010,27950.0,5175.56
E09000019,Islington,2010,31090.8,5034.639999999999
E09000020,Kensington and Chelsea,2010,26176.8,4993.56
E09000021,Kingston upon Thames,2010,22911.2,5376.28
E09000022,Lambeth,2010,30050.8,4737.72
E09000023,Lewisham,2010,23732.8,4563.52
E09000024,Merton,2010,23051.6,4511.0
E09000025,Newham,2010,26270.4,4983.16
E09000026,Redbridge,2010,21491.6,5357.04
E09000027,Richmond upon Thames,2010,25573.6,4946.24
E09000028,Southwark,2010,30435.6,5044.52
E09000029,Sutton,2010,21008.0,5077.28
E09000030,Tower Hamlets,2010,39863.2,4909.32
E09000031,Waltham Forest,2010,21892.0,4895.28
E09000032,Wandsworth,2010,26384.8,5319.08
E09000033,Westminster,2010,32786.0,5364.84
E09000001,City of London,2011,47002.8,5015.400000000001
E09000002,Barking and Dagenham,2011,26910.0,5017.48
E09000003,Barnet,2011,23327.2,5364.84
E09000004,Bexley,2011,19739.2,4711.2
E09000005,Brent,2011,21923.2,5275.92
E09000006,Bromley,2011,21325.2,4976.92
