Code,Area,Year,Income,Rent
E09000007,Camden,2011,32645.6,5423.08
E09000008,Croydon,2011,23748.4,5298.8
E09000009,Ealing,2011,24476.4,5343.52
E09000010,Enfield,2011,22167.6,5250.44
E09000011,Greenwich,2011,23836.8,5023.72
E09000012,Hackney,2011,28485.6,5017.48
E09000013,Hammersmith and Fulham,2011,31434.0,5292.56
E09000014,Haringey,2011,22105.2,4995.639999999999
E09000015,Harrow,2011,19437.6,5496.400000000001
E09000016,Havering,2011,21803.6,4969.639999999999
E09000017,Hillingdon,2011,28017.6,5333.639999999999
E09000018,Hounslow,2011,27898.0,5202.08
E09000019,Islington,2011,32791.200000000004,5142.8
E09000020,Kensington and Chelsea,2011,25818.0,5055.96
E09000021,Kingston upon Thames,2011,22916.4,5454.28
E09000022,Lambeth,2011,30498.0,4838.08
E09000023,Lewisham,2011,22344.4,4571.84
E09000024,Merton,2011,22713.6,4815.72
E09000025,Newham,2011,24232.0,5033.08
E09000026,Redbridge,2011,22734.4,5375.24
E09000027,Richmond upon Thames,2011,23977.2,5004.48
E09000028,Southwark,2011,30846.4,5115.24
E09000029,Sutton,2011,21226.4,5106.92
E09000030,Tower Hamlets,2011,41516.8,5032.56
E09000031,Waltham Forest,2011,22209.2,4963.92
E09000032,Wandsworth,2011,26026.0,5395.52
E09000033,Westminster,2011,32115.2,5419.96
E09000001,City of London,2012,45229.6,5436.599999999999
E09000002,Barking and Dagenham,2012,28288.0,5287.88
E09000003,Barnet,2012,23405.2,5709.08
E09000004,Bexley,2012,21013.2,5022.16
E09000005,Brent,2012,21923.2,5552.56
E09000006,Bromley,2012,21491.6,5284.24
E09000007,Camden,2012,32760.0,5796.96
E09000008,Croydon,2012,25194.0,5577.52
E09000009,Ealing,2012,25630.8,5669.56
E09000010,Enfield,2012,22396.4,5640.44
E09000011,Greenwich,2012,24174.8,5245.24
E09000012,Hackney,2012,27632.8,5480.28
E09000013,Hammersmith and Fulham,2012,30404.4,5599.360000000001
E09000014,Haringey,2012,24356.8,5299.32
E09000015,Harrow,2012,21179.6,5844.28
E09000016,Havering,2012,21876.4,5208.84
E09000017,Hillingdon,2012,27913.6,5613.92
E09000018,Hounslow,2012,27060.8,5540.599999999999
E09000019,Islington,2012,32978.4,5501.599999999999
E09000020,Kensington and Chelsea,2012,26941.2,5489.639999999999
E09000021,Kingston upon Thames,2012,23868.0,5778.76
E09000022,Lambeth,2012,31085.6,5156.32
E09000023,Lewisham,2012,22349.6,4823.0
E09000024,Merton,2012,23920.0,5049.2
E09000025,Newham,2012,23644.4,5425.68
E09000026,Redbridge,2012,20306.0,5623.28
E09000027,Richmond upon Thames,2012,24913.2,5448.04
E09000028,Southwark,2012,31709.6,5404.360000000001
E09000029,Sutton,2012,21959.6,5362.76
E09000030,Tower Hamlets,2012,40263.6,5388.76
E09000031,Waltham Forest,2012,22906.0,5293.08
E09000032,Wandsworth,2012,24195.6,5763.68
E09000033,Westminster,2012,32037.2,5708.04
E09000001,City of London,2013,46748.0,5872.360000000001
E09000002,Barking and Dagenham,2013,29463.2,5598.84
E09000003,Barnet,2013,23842.0,6111.56
E09000004,Bexley,2013,19687.2,5229.12
E09000005,Brent,2013,22843.6,5912.92
E09000006,Bromley,2013,21226.4,5777.2
E09000007,Camden,2013,32515.6,6323.72
E09000008,Croydon,2013,24700.0,5948.28
E09000009,Ealing,2013,25183.6,6054.360000000001
E09000010,Enfield,2013,21782.8,6020.56
E09000011,Greenwich,2013,24362.0,5602.48
E09000012,Hackney,2013,27237.6,5769.400000000001
E09000013,Hammersmith and Fulham,2013,28662.4,5996.12
E09000014,Haringey,2013,25376.0,5675.28
E09000015,Harrow,2013,17295.2,6191.12
E09000016,Havering,2013,22916.4,5578.04
E09000017,Hillingdon,2013,29785.6,6015.360000000001
E09000018,Hounslow,2013,26057.2,5899.92
E09000019,Islington,2013,33774.0,5904.08
E09000020,Kensington and Chelsea,2013,25901.2,5817.76
E09000021,Kingston upon Thames,2013,23810.8,6187.48
E09000022,Lambeth,2013,30529.2,5552.04
E09000023,Lewisham,2013,24242.4,5232.76
E09000024,Merton,2013,23181.6,5460.52
E09000025,Newham,2013,23545.6,5720.0
E09000026,Redbridge,2013,22838.4,5960.24
E09000027,Richmond upon Thames,2013,24913.2,5651.360000000001
E09000028,Southwark,2013,31564.0,5747.04
E09000029,Sutton,2013,23956.4,5727.8
E09000030,Tower Hamlets,2013,42853.2,5777.72
E09000031,Waltham Forest,2013,19775.6,5734.04
E09000032,Wandsworth,2013,24762.4,6194.24
E09000033,Westminster,2013,31891.6,6105.84
E09000001,City of London,2014,45614.4,6009.12
E09000002,Barking and Dagenham,2014,23264.8,6287.84
E09000003,Barnet,2014,23452.0,6411.08
E09000004,Bexley,2014,21725.6,5530.2
E09000005,Brent,2014,23025.6,6143.8
E09000006,Bromley,2014,20826.0,5807.88
E09000007,Camden,2014,31824.0,6611.28
E09000008,Croydon,2014,24351.6,6158.88
E09000009,Ealing,2014,23514.4,6288.88
E09000010,Enfield,2014,20571.2,6245.72
E09000011,Greenwich,2014,24273.6,5779.8
E09000012,Hackney,2014,26483.6,6010.16
E09000013,Hammersmith and Fulham,2014,29712.8,6298.76
E09000014,Haringey,2014,24107.2,5921.76
E09000015,Harrow,2014,16780.399999999998,6545.76
E09000016,Havering,2014,22152.0,5744.44
E09000017,Hillingdon,2014,28345.2,6227.52
E09000018,Hounslow,2014,27788.8,6139.639999999999
E09000019,Islington,2014,31990.4,6177.599999999999
E09000020,Kensington and Chelsea,2014,24913.2,6138.599999999999
E09000021,Kingston upon Thames,2014,23410.4,6471.400000000001
E09000022,Lambeth,2014,31293.6,5798.52
E09000023,Lewisham,2014,23202.4,5404.88
E09000024,Merton,2014,22968.4,5707.52
E09000025,Newham,2014,23114.0,6702.279999999999
E09000026,Redbridge,2014,22640.8,6497.400000000001
E09000027,Richmond upon Thames,2014,23920.0,5932.16
E09000028,Southwark,2014,31501.6,6048.639999999999
E09000029,Sutton,2014,20727.2,5963.360000000001
E09000030,Tower Hamlets,2014,42504.8,6017.96
E09000031,Waltham Forest,2014,18876.0,6128.72
E09000032,Wandsworth,2014,25152.4,6337.76
E09000033,Westminster,2014,32281.6,6345.56
E09000001,City of London,2015,45723.6,6471.92
E09000002,Barking and Dagenham,2015,24440.0,6605.56
E09000003,Barnet,2015,23857.6,6612.32
E09000004,Bexley,2015,21668.4,5782.92
E09000005,Brent,2015,25131.6,6404.32
E09000006,Bromley,2015,24018.8,6028.88
E09000007,Camden,2015,32110.0,6882.2
E09000008,Croydon,2015,23868.0,6401.72
E09000009,Ealing,2015,24913.2,6566.04
E09000010,Enfield,2015,22427.6,6528.08
E09000011,Greenwich,2015,24273.6,6044.48
E09000012,Hackney,2015,26327.6,6252.48
E09000013,Hammersmith and Fulham,2015,29307.2,6664.839999999999
E09000014,Haringey,2015,24913.2,6176.04
E09000015,Harrow,2015,19084.0,6792.24
E09000016,Havering,2015,21788.0,6156.8
E09000017,Hillingdon,2015,28646.8,6436.56
E09000018,Hounslow,2015,30149.6,6408.48
E09000019,Islington,2015,32557.2,6478.68
E09000020,Kensington and Chelsea,2015,27003.6,6414.2
E09000021,Kingston upon Thames,2015,22926.8,6724.639999999999
E09000022,Lambeth,2015,30518.8,6078.8
E09000023,Lewisham,2015,24325.6,5677.360000000001
E09000024,Merton,2015,23368.8,5895.76
E09000025,Newham,2015,23384.4,6995.040000000001
E09000026,Redbridge,2015,22552.4,6738.68
E09000027,Richmond upon Thames,2015,25454.0,6193.2
E09000028,Southwark,2015,33503.6,6289.92
E09000029,Sutton,2015,22682.4,6185.92
E09000030,Tower Hamlets,2015,40118.0,6384.56
E09000031,Waltham Forest,2015,19931.6,6271.2
E09000032,Wandsworth,2015,26280.8,6627.400000000001
E09000033,Westminster,2015,32952.4,6654.44
E09000001,City of London,2016,47247.2,6586.84
E09000002,Barking and Dagenham,2016,24913.2,6682.304827586207
E09000003,Barnet,2016,22365.2,6870.638561202574
E09000004,Bexley,2016,23207.6,5870.192086699508
E09000005,Brent,2016,25407.2,7081.988285597714
E09000006,Bromley,2016,22703.2,6142.951770036395
E09000007,Camden,2016,32692.4,6977.250146750526
E09000008,Croydon,2016,26244.4,6548.4083520847125
E09000009,Ealing,2016,24658.4,6893.468420282791
E09000010,Enfield,2016,22391.2,6699.690120742475
E09000011,Greenwich,2016,23290.8,6209.925999624554
E09000012,Hackney,2016,27996.8,6424.511292170592
E09000013,Hammersmith and Fulham,2016,30711.2,6794.142703464948
E09000014,Haringey,2016,24070.8,6398.859651516998
E09000015,Harrow,2016,23920.0,7144.329300648884
E09000016,Havering,2016,24554.4,6244.386409564212
E09000017,Hillingdon,2016,27487.2,6571.137068427811
E09000018,Hounslow,2016,30825.6,6595.42654879066
E09000019,Islington,2016,35230.0,6624.847318007663
E09000020,Kensington and Chelsea,2016,25147.2,6587.691927877949
E09000021,Kingston upon Thames,2016,25277.2,6906.015400384369
E09000022,Lambeth,2016,29894.8,6211.686673866091
E09000023,Lewisham,2016,25511.2,5813.329013292987
E09000024,Merton,2016,24315.2,6037.676907997328
E09000025,Newham,2016,23613.2,7341.611624330903
E09000026,Redbridge,2016,23088.0,6872.1151724137935
E09000027,Richmond upon Thames,2016,26218.4,6408.836545431821
E09000028,Southwark,2016,32921.200000000004,6426.358713815512
E09000029,Sutton,2016,22058.4,6234.302586249691
E09000030,Tower Hamlets,2016,39020.8,6568.024644542432
E09000031,Waltham Forest,2016,20108.4,6391.132691654399
E09000032,Wandsworth,2016,25911.6,6997.161112135986
E09000033,Westminster,2016,33540.0,7358.754540816326
E09000001,City of London,2017,48791.6,6600.360000000001
E09000002,Barking and Dagenham,2017,23925.2,6694.637213391952
E09000003,Barnet,2017,23160.8,6780.336183695265
E09000004,Bexley,2017,23415.6,5858.702595753126
E09000005,Brent,2017,23904.4,6965.844759679571
E09000006,Bromley,2017,22588.8,6079.7271080658375
E09000007,Camden,2017,32890.0,7049.75427181317
E09000008,Croydon,2017,26577.2,6467.473889510176
E09000009,Ealing,2017,25079.6,6872.26346877622
E09000010,Enfield,2017,22822.8,6518.978438304446
E09000011,Greenwich,2017,25911.6,6139.770215588722
E09000012,Hackney,2017,28173.6,6387.867105187237
E09000013,Hammersmith and Fulham,2017,31475.6,6763.211467999999
E09000014,Haringey,2017,23920.0,6274.94359375
E09000015,Harrow,2017,21595.6,6974.605227192674
E09000016,Havering,2017,23036.0,6288.371546391753
E09000017,Hillingdon,2017,27908.4,6553.156268602544
E09000018,Hounslow,2017,29926.0,6516.598661457448
E09000019,Islington,2017,34990.8,6592.510897832816
E09000020,Kensington and Chelsea,2017,28054.0,6547.71099532114
E09000021,Kingston upon Thames,2017,25272.0,6822.62021949645
E09000022,Lambeth,2017,31460.0,6169.825114040365
E09000023,Lewisham,2017,25329.2,5745.06570501028
E09000024,Merton,2017,24897.6,5986.489845594913
E09000025,Newham,2017,23462.4,7273.051041545896
E09000026,Redbridge,2017,18683.6,6828.931235494879
E09000027,Richmond upon Thames,2017,26182.0,6386.849471822087
E09000028,Southwark,2017,33430.8,6368.696268558231
E09000029,Sutton,2017,23145.2,6224.421982694684
E09000030,Tower Hamlets,2017,42198.0,6544.372866291784
E09000031,Waltham Forest,2017,22443.2,6345.869436619719
E09000032,Wandsworth,2017,28516.8,6824.578801378945
E09000033,Westminster,2017,35885.200000000004,6766.183223293009
E09000001,City of London,2018,51209.6,6595.16
E09000002,Barking and Dagenham,2018,25438.4,6162.76824964132
E09000003,Barnet,2018,21366.8,6639.513224199287
E09000004,Bexley,2018,24263.2,5759.173298701298
E09000005,Brent,2018,22921.6,6531.280540818074
E09000006,Bromley,2018,21346.0,6017.539148936168
E09000007,Camden,2018,34429.200000000004,6943.226479241583
E09000008,Croydon,2018,26748.8,6416.436909193458
E09000009,Ealing,2018,26213.2,6599.918903225806
E09000010,Enfield,2018,21897.2,6354.602336722384
E09000011,Greenwich,2018,25568.4,6201.2530433911215
E09000012,Hackney,2018,28558.4,6240.577688941455
E09000013,Hammersmith and Fulham,2018,35932.0,6691.3979775280895
E09000014,Haringey,2018,24341.2,6140.669346658337
E09000015,Harrow,2018,21314.8,6807.479869328496
E09000016,Havering,2018,24315.2,6140.832179327523
E09000017,Hillingdon,2018,27710.8,6454.65277354635
E09000018,Hounslow,2018,29894.8,6466.155474277901
E09000019,Islington,2018,34944.0,6499.272861377506
E09000020,Kensington and Chelsea,2018,28428.4,6599.96882108183
E09000021,Kingston upon Thames,2018,25136.8,6791.944629271437
E09000022,Lambeth,2018,30487.6,6124.487042679632
E09000023,Lewisham,2018,24913.2,5715.434079047103
E09000024,Merton,2018,24138.4,5912.073389888023
E09000025,Newham,2018,24169.6,6207.738309296652
E09000026,Redbridge,2018,19770.4,6485.852161687172
E09000027,Richmond upon Thames,2018,26535.6,6379.502897220097
E09000028,Southwark,2018,35687.6,6361.047604954692
E09000029,Sutton,2018,21548.8,6111.139206310081
E09000030,Tower Hamlets,2018,42333.2,6496.099017168059
E09000031,Waltham Forest,2018,23571.6,6070.236541598694
E09000032,Wandsworth,2018,28745.6,6675.8412695026
E09000033,Westminster,2018,37752.0,6783.984776585773
E09000001,City of London,2019,51058.8,6582.68
E09000002,Barking and Dagenham,2019,23436.4,6079.84
E09000003,Barnet,2019,23327.2,6654.44
E09000004,Bexley,2019,24960.0,5674.24
E09000005,Brent,2019,28834.0,6952.92
E09000006,Bromley,2019,24908.0,6024.72
E09000007,Camden,2019,35677.200000000004,6818.24
E09000008,Croydon,2019,28230.8,6354.400000000001
E09000009,Ealing,2019,26114.4,6788.6
E09000010,Enfield,2019,20930.0,6384.04
E09000011,Greenwich,2019,23888.8,6170.32
E09000012,Hackney,2019,29894.8,6194.76
E09000013,Hammersmith and Fulham,2019,31995.6,6685.12
E09000014,Haringey,2019,25500.8,6199.96
E09000015,Harrow,2019,24731.2,6871.279999999999
E09000016,Havering,2019,27638.0,6049.16
E09000017,Hillingdon,2019,28360.8,6470.88
E09000018,Hounslow,2019,30955.6,6412.639999999999
E09000019,Islington,2019,36498.8,6486.48
E09000020,Kensington and Chelsea,2019,29114.8,6571.24
E09000021,Kingston upon Thames,2019,28719.6,6621.16
E09000022,Lambeth,2019,31226.0,6098.04
E09000023,Lewisham,2019,26249.6,5692.44
E09000024,Merton,2019,24346.4,5890.04
E09000025,Newham,2019,26358.8,6168.76
E09000026,Redbridge,2019,21975.2,6467.76
E09000027,Richmond upon Thames,2019,27107.6,6246.76
E09000028,Southwark,2019,35609.6,6325.8
E09000029,Sutton,2019,25948.0,6088.68
E09000030,Tower Hamlets,2019,41324.4,6457.88
E09000031,Waltham Forest,2019,25022.4,6057.48
E09000032,Wandsworth,2019,29894.8,6656.52
E09000033,Westminster,2019,37871.6,7297.160000000001
E09000001,City of London,2020,54792.4,6561.360000000001
E09000002,Barking and Dagenham,2020,25823.2,6338.28
E09000003,Barnet,2020,23977.2,6550.96
E09000004,Bexley,2020,22895.6,5653.96
E09000005,Brent,2020,30196.4,6792.24
E09000006,Bromley,2020,22989.2,5901.48
E09000007,Camden,2020,34944.0,6744.92
E09000008,Croydon,2020,26665.6,6286.8
E09000009,Ealing,2020,27440.4,6538.48
E09000010,Enfield,2020,24039.6,6268.599999999999
E09000011,Greenwich,2020,22958.0,6104.28
E09000012,Hackney,2020,30076.8,6224.400000000001
E09000013,Hammersmith and Fulham,2020,35510.8,6672.12
E09000014,Haringey,2020,25880.4,6147.44
E09000015,Harrow,2020,21231.6,6778.720000000001
E09000016,Havering,2020,25833.6,6191.639999999999
E09000017,Hillingdon,2020,29894.8,6338.28
E09000018,Hounslow,2020,30612.4,6357.0
E09000019,Islington,2020,35874.8,6532.76
E09000020,Kensington and Chelsea,2020,29234.4,6504.68
E09000021,Kingston upon Thames,2020,27112.8,6604.0
E09000022,Lambeth,2020,33066.8,6056.44
E09000023,Lewisham,2020,27882.4,5613.92
E09000024,Merton,2020,23920.0,5943.599999999999
E09000025,Newham,2020,26431.6,6328.400000000001
E09000026,Redbridge,2020,20082.4,6366.360000000001
E09000027,Richmond upon Thames,2020,24008.4,6243.12
E09000028,Southwark,2020,38480.0,6266.52
E09000029,Sutton,2020,26478.4,6017.96
E09000030,Tower Hamlets,2020,44792.8,6439.68
E09000031,Waltham Forest,2020,24414.0,6102.2
E09000032,Wandsworth,2020,27788.8,6651.32
E09000033,Westminster,2020,40008.8,6712.160000000001
E09000001,City of London,2021,56643.6,6684.6
E09000002,Barking and Dagenham,2021,25376.0,6172.92
E09000003,Barnet,2021,24102.0,6696.56
E09000004,Bexley,2021,24299.6,5835.44
E09000005,Brent,2021,30092.4,6645.08
E09000006,Bromley,2021,25625.6,6048.639999999999
E09000007,Camden,2021,36732.8,7007.0
E09000008,Croydon,2021,31491.2,6449.04
E09000009,Ealing,2021,27357.2,6718.92
E09000010,Enfield,2021,24148.8,6410.04
E09000011,Greenwich,2021,28428.4,6273.8
E09000012,Hackney,2021,31616.0,6313.32
E09000013,Hammersmith and Fulham,2021,35750.0,6782.88
E09000014,Haringey,2021,24627.2,6300.32
E09000015,Harrow,2021,24200.8,6935.24
E09000016,Havering,2021,24913.2,6143.28
E09000017,Hillingdon,2021,29286.4,6500.0
E09000018,Hounslow,2021,33914.4,6531.72
E09000019,Islington,2021,39187.2,6687.720000000001
E09000020,Kensington and Chelsea,2021,28194.4,6696.56
E09000021,Kingston upon Thames,2021,29894.8,6774.56
E09000022,Lambeth,2021,30799.6,6228.56
E09000023,Lewisham,2021,27128.4,5769.92
E09000024,Merton,2021,29213.6,6091.28
E09000025,Newham,2021,32822.4,6298.24
E09000026,Redbridge,2021,21632.0,6513.0
E09000027,Richmond upon Thames,2021,27341.6,6425.12
E09000028,Southwark,2021,39691.6,6431.88
E09000029,Sutton,2021,27008.8,6182.8
E09000030,Tower Hamlets,2021,42426.8,6588.92
E09000031,Waltham Forest,2021,24913.2,6152.639999999999
E09000032,Wandsworth,2021,29894.8,6814.08
E09000033,Westminster,2021,40918.8,6914.44
E09000001,City of London,2022,55224.0,6793.8
E09000002,Barking and Dagenham,2022,27383.2,6228.04
E09000003,Barnet,2022,27227.2,6790.160000000001
E09000004,Bexley,2022,23966.8,5892.639999999999
E09000005,Brent,2022,37268.4,6733.4800000000005
E09000006,Bromley,2022,29827.2,6126.639999999999
E09000007,Camden,2022,39483.6,7117.76
E09000008,Croydon,2022,32115.2,6541.08
E09000009,Ealing,2022,29894.8,6821.360000000001
E09000010,Enfield,2022,27882.4,6502.08
E09000011,Greenwich,2022,29577.6,6361.68
E09000012,Hackney,2022,36504.0,6416.8
E09000013,Hammersmith and Fulham,2022,37866.4,6878.040000000001
E09000014,Haringey,2022,25734.8,6298.76
E09000015,Harrow,2022,25802.4,7024.160000000001
E09000016,Havering,2022,26145.6,6216.599999999999
E09000017,Hillingdon,2022,29603.6,6591.0
E09000018,Hounslow,2022,32520.8,6631.56
E09000019,Islington,2022,39774.8,6682.0
E09000020,Kensington and Chelsea,2022,31928.0,6784.44
E09000021,Kingston upon Thames,2022,30196.4,6881.160000000001
E09000022,Lambeth,2022,32203.6,6321.639999999999
E09000023,Lewisham,2022,32084.0,5860.92
E09000024,Merton,2022,25963.6,6180.2
E09000025,Newham,2022,33742.8,6371.04
E09000026,Redbridge,2022,22807.2,6594.639999999999
E09000027,Richmond upon Thames,2022,28683.2,6548.88
E09000028,Southwark,2022,39447.2,6527.04
E09000029,Sutton,2022,29894.8,6277.44
E09000030,Tower Hamlets,2022,49826.4,6692.4
E09000031,Waltham Forest,2022,24939.2,6222.32
E09000032,Wandsworth,2022,30300.4,6891.040000000001
E09000033,Westminster,2022,40461.2,7013.76
E09000001,City of London,2023,56310.8,7009.6
E09000002,Barking and Dagenham,2023,27393.6,6527.56
E09000003,Barnet,2023,29354.0,7088.639999999999
E09000004,Bexley,2023,29458.0,6152.12
E09000005,Brent,2023,28813.2,7003.360000000001
E09000006,Bromley,2023,28392.0,6354.92
E09000007,Camden,2023,39894.4,7419.360000000001
E09000008,Croydon,2023,34226.4,6814.08
E09000009,Ealing,2023,32916.0,7102.160000000001
E09000010,Enfield,2023,27934.4,6763.12
E09000011,Greenwich,2023,29395.6,6629.48
E09000012,Hackney,2023,40679.6,6685.639999999999
E09000013,Hammersmith and Fulham,2023,38641.2,7196.279999999999
E09000014,Haringey,2023,25417.6,6655.48
E09000015,Harrow,2023,27606.8,7336.160000000001
E09000016,Havering,2023,32614.4,6474.0
E09000017,Hillingdon,2023,31803.2,6865.56
E09000018,Hounslow,2023,34881.6,6901.44
E09000019,Islington,2023,42042.0,7078.76
E09000020,Kensington and Chelsea,2023,34122.4,7115.68
E09000021,Kingston upon Thames,2023,30596.8,7165.08
E09000022,Lambeth,2023,36758.8,6602.96
E09000023,Lewisham,2023,29894.8,6110.0
E09000024,Merton,2023,30940.0,6346.599999999999
E09000025,Newham,2023,35547.200000000004,6664.32
E09000026,Redbridge,2023,25199.2,6861.92
E09000027,Richmond upon Thames,2023,31891.6,6830.720000000001
E09000028,Southwark,2023,39962.0,6808.88
E09000029,Sutton,2023,31860.4,6528.599999999999
E09000030,Tower Hamlets,2023,51006.8,6987.24
E09000031,Waltham Forest,2023,29614.0,6506.24
E09000032,Wandsworth,2023,36873.2,7180.160000000001
E09000033,Westminster,2023,44844.8,7337.2
E09000001,City of London,2024,59488.0,
E09000002,Barking and Dagenham,2024,29770.0,
E09000003,Barnet,2024,29281.2,
E09000004,Bexley,2024,28152.8,
E09000005,Brent,2024,32115.2,
E09000006,Bromley,2024,36098.4,
E09000007,Camden,2024,44200.0,
E09000008,Croydon,2024,36758.8,
E09000009,Ealing,2024,34668.4,
E09000010,Enfield,2024,30565.6,
E09000011,Greenwich,2024,31808.4,
E09000012,Hackney,2024,41121.6,
E09000013,Hammersmith and Fulham,2024,39967.2,
E09000014,Haringey,2024,28626.0,
E09000015,Harrow,2024,30612.4,
E09000016,Havering,2024,32900.4,
E09000017,Hillingdon,2024,35843.6,
E09000018,Hounslow,2024,37117.6,
E09000019,Islington,2024,44569.2,
E09000020,Kensington and Chelsea,2024,36592.4,
E09000021,Kingston upon Thames,2024,33883.200000000004,
E09000022,Lambeth,2024,43352.4,
E09000023,Lewisham,2024,31730.4,
E09000024,Merton,2024,35906.0,
E09000025,Newham,2024,38552.8,
E09000026,Redbridge,2024,26967.2,
E09000027,Richmond upon Thames,2024,33924.8,
E09000028,Southwark,2024,43336.8,
E09000029,Sutton,2024,34985.6,
E09000030,Tower Hamlets,2024,56721.6,
E09000031,Waltham Forest,2024,31064.8,
E09000032,Wandsworth,2024,35880.0,
E09000033,Westminster,2024,45619.6,
