Code,Area,Year,Housing Category,Value,Rank
E09000029,Sutton,2012,Rented from Local Authority or Housing Association,23600,1.0
E09000030,Tower Hamlets,2012,Rented from Local Authority or Housing Association,108100,4.0
E09000031,Waltham Forest,2012,Rented from Local Authority or Housing Association,52100,2.0
E09000032,Wandsworth,2012,Rented from Local Authority or Housing Association,54300,1.0
E09000033,Westminster,2012,Rented from Local Authority or Housing Association,74500,3.0
E09000001,City of London,2013,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2013,Rented from Local Authority or Housing Association,69400,4.0
E09000003,Barnet,2013,Rented from Local Authority or Housing Association,44400,1.0
E09000004,Bexley,2013,Rented from Local Authority or Housing Association,38000,2.0
E09000005,Brent,2013,Rented from Local Authority or Housing Association,67100,2.0
E09000006,Bromley,2013,Rented from Local Authority or Housing Association,28400,1.0
E09000007,Camden,2013,Rented from Local Authority or Housing Association,87700,4.0
E09000008,Croydon,2013,Rented from Local Authority or Housing Association,51900,1.0
E09000009,Ealing,2013,Rented from Local Authority or Housing Association,55000,1.0
E09000010,Enfield,2013,Rented from Local Authority or Housing Association,60800,1.0
E09000011,Greenwich,2013,Rented from Local Authority or Housing Association,88600,4.0
E09000012,Hackney,2013,Rented from Local Authority or Housing Association,118200,4.0
E09000013,Hammersmith and Fulham,2013,Rented from Local Authority or Housing Association,51500,3.0
E09000014,Haringey,2013,Rented from Local Authority or Housing Association,68300,2.0
E09000015,Harrow,2013,Rented from Local Authority or Housing Association,26100,1.0
E09000016,Havering,2013,Rented from Local Authority or Housing Association,41900,2.0
E09000017,Hillingdon,2013,Rented from Local Authority or Housing Association,49900,1.0
E09000018,Hounslow,2013,Rented from Local Authority or Housing Association,46600,1.0
E09000019,Islington,2013,Rented from Local Authority or Housing Association,89200,4.0
E09000020,Kensington and Chelsea,2013,Rented from Local Authority or Housing Association,45900,3.0
E09000021,Kingston upon Thames,2013,Rented from Local Authority or Housing Association,17200,1.0
E09000022,Lambeth,2013,Rented from Local Authority or Housing Association,83500,2.0
E09000023,Lewisham,2013,Rented from Local Authority or Housing Association,80700,3.0
E09000024,Merton,2013,Rented from Local Authority or Housing Association,21300,1.0
E09000025,Newham,2013,Rented from Local Authority or Housing Association,86900,3.0
E09000026,Redbridge,2013,Rented from Local Authority or Housing Association,21300,1.0
E09000027,Richmond upon Thames,2013,Rented from Local Authority or Housing Association,19800,1.0
E09000028,Southwark,2013,Rented from Local Authority or Housing Association,124900,4.0
E09000029,Sutton,2013,Rented from Local Authority or Housing Association,25300,1.0
E09000030,Tower Hamlets,2013,Rented from Local Authority or Housing Association,124800,4.0
E09000031,Waltham Forest,2013,Rented from Local Authority or Housing Association,49200,2.0
E09000032,Wandsworth,2013,Rented from Local Authority or Housing Association,64600,2.0
E09000033,Westminster,2013,Rented from Local Authority or Housing Association,68100,3.0
E09000001,City of London,2014,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2014,Rented from Local Authority or Housing Association,70500,4.0
E09000003,Barnet,2014,Rented from Local Authority or Housing Association,45100,1.0
E09000004,Bexley,2014,Rented from Local Authority or Housing Association,39300,2.0
E09000005,Brent,2014,Rented from Local Authority or Housing Association,59200,1.0
E09000006,Bromley,2014,Rented from Local Authority or Housing Association,36000,1.0
E09000007,Camden,2014,Rented from Local Authority or Housing Association,85600,4.0
E09000008,Croydon,2014,Rented from Local Authority or Housing Association,68700,1.0
E09000009,Ealing,2014,Rented from Local Authority or Housing Association,49600,1.0
E09000010,Enfield,2014,Rented from Local Authority or Housing Association,58100,1.0
E09000011,Greenwich,2014,Rented from Local Authority or Housing Association,84100,4.0
E09000012,Hackney,2014,Rented from Local Authority or Housing Association,111800,4.0
E09000013,Hammersmith and Fulham,2014,Rented from Local Authority or Housing Association,45300,3.0
E09000014,Haringey,2014,Rented from Local Authority or Housing Association,83500,4.0
E09000015,Harrow,2014,Rented from Local Authority or Housing Association,19800,1.0
E09000016,Havering,2014,Rented from Local Authority or Housing Association,39700,2.0
E09000017,Hillingdon,2014,Rented from Local Authority or Housing Association,44100,1.0
E09000018,Hounslow,2014,Rented from Local Authority or Housing Association,48300,1.0
E09000019,Islington,2014,Rented from Local Authority or Housing Association,85100,4.0
E09000020,Kensington and Chelsea,2014,Rented from Local Authority or Housing Association,45400,3.0
E09000021,Kingston upon Thames,2014,Rented from Local Authority or Housing Association,14900,1.0
E09000022,Lambeth,2014,Rented from Local Authority or Housing Association,95800,3.0
E09000023,Lewisham,2014,Rented from Local Authority or Housing Association,76500,3.0
E09000024,Merton,2014,Rented from Local Authority or Housing Association,30400,1.0
E09000025,Newham,2014,Rented from Local Authority or Housing Association,104800,3.0
E09000026,Redbridge,2014,Rented from Local Authority or Housing Association,28600,1.0
E09000027,Richmond upon Thames,2014,Rented from Local Authority or Housing Association,15700,1.0
E09000028,Southwark,2014,Rented from Local Authority or Housing Association,115000,4.0
E09000029,Sutton,2014,Rented from Local Authority or Housing Association,20300,1.0
E09000030,Tower Hamlets,2014,Rented from Local Authority or Housing Association,139800,4.0
E09000031,Waltham Forest,2014,Rented from Local Authority or Housing Association,53000,1.0
E09000032,Wandsworth,2014,Rented from Local Authority or Housing Association,54600,2.0
E09000033,Westminster,2014,Rented from Local Authority or Housing Association,65500,3.0
E09000001,City of London,2015,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2015,Rented from Local Authority or Housing Association,52100,3.0
E09000003,Barnet,2015,Rented from Local Authority or Housing Association,66900,1.0
E09000004,Bexley,2015,Rented from Local Authority or Housing Association,36000,2.0
E09000005,Brent,2015,Rented from Local Authority or Housing Association,63600,2.0
E09000006,Bromley,2015,Rented from Local Authority or Housing Association,38300,1.0
E09000007,Camden,2015,Rented from Local Authority or Housing Association,97400,4.0
E09000008,Croydon,2015,Rented from Local Authority or Housing Association,73200,2.0
E09000009,Ealing,2015,Rented from Local Authority or Housing Association,50900,1.0
E09000010,Enfield,2015,Rented from Local Authority or Housing Association,64400,2.0
E09000011,Greenwich,2015,Rented from Local Authority or Housing Association,82900,3.0
E09000012,Hackney,2015,Rented from Local Authority or Housing Association,124200,4.0
E09000013,Hammersmith and Fulham,2015,Rented from Local Authority or Housing Association,52400,3.0
E09000014,Haringey,2015,Rented from Local Authority or Housing Association,81400,4.0
E09000015,Harrow,2015,Rented from Local Authority or Housing Association,23900,1.0
E09000016,Havering,2015,Rented from Local Authority or Housing Association,35400,2.0
E09000017,Hillingdon,2015,Rented from Local Authority or Housing Association,55900,1.0
E09000018,Hounslow,2015,Rented from Local Authority or Housing Association,50600,1.0
E09000019,Islington,2015,Rented from Local Authority or Housing Association,90500,4.0
E09000020,Kensington and Chelsea,2015,Rented from Local Authority or Housing Association,47100,3.0
E09000021,Kingston upon Thames,2015,Rented from Local Authority or Housing Association,19200,1.0
E09000022,Lambeth,2015,Rented from Local Authority or Housing Association,109100,4.0
E09000023,Lewisham,2015,Rented from Local Authority or Housing Association,77000,3.0
E09000024,Merton,2015,Rented from Local Authority or Housing Association,36900,1.0
E09000025,Newham,2015,Rented from Local Authority or Housing Association,92000,3.0
E09000026,Redbridge,2015,Rented from Local Authority or Housing Association,21500,1.0
E09000027,Richmond upon Thames,2015,Rented from Local Authority or Housing Association,9100,1.0
E09000028,Southwark,2015,Rented from Local Authority or Housing Association,134100,4.0
E09000029,Sutton,2015,Rented from Local Authority or Housing Association,22400,1.0
E09000030,Tower Hamlets,2015,Rented from Local Authority or Housing Association,144000,4.0
E09000031,Waltham Forest,2015,Rented from Local Authority or Housing Association,45400,1.0
E09000032,Wandsworth,2015,Rented from Local Authority or Housing Association,46600,1.0
E09000033,Westminster,2015,Rented from Local Authority or Housing Association,78300,3.0
E09000001,City of London,2016,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2016,Rented from Local Authority or Housing Association,61300,3.0
E09000003,Barnet,2016,Rented from Local Authority or Housing Association,49200,1.0
E09000004,Bexley,2016,Rented from Local Authority or Housing Association,31000,1.0
E09000005,Brent,2016,Rented from Local Authority or Housing Association,72400,2.0
E09000006,Bromley,2016,Rented from Local Authority or Housing Association,34000,1.0
E09000007,Camden,2016,Rented from Local Authority or Housing Association,94300,4.0
E09000008,Croydon,2016,Rented from Local Authority or Housing Association,61600,1.0
E09000009,Ealing,2016,Rented from Local Authority or Housing Association,59300,1.0
E09000010,Enfield,2016,Rented from Local Authority or Housing Association,68600,2.0
E09000011,Greenwich,2016,Rented from Local Authority or Housing Association,90900,3.0
E09000012,Hackney,2016,Rented from Local Authority or Housing Association,120500,4.0
E09000013,Hammersmith and Fulham,2016,Rented from Local Authority or Housing Association,55700,4.0
E09000014,Haringey,2016,Rented from Local Authority or Housing Association,79100,4.0
E09000015,Harrow,2016,Rented from Local Authority or Housing Association,19400,1.0
E09000016,Havering,2016,Rented from Local Authority or Housing Association,36000,2.0
E09000017,Hillingdon,2016,Rented from Local Authority or Housing Association,46700,1.0
E09000018,Hounslow,2016,Rented from Local Authority or Housing Association,63500,2.0
E09000019,Islington,2016,Rented from Local Authority or Housing Association,94900,4.0
E09000020,Kensington and Chelsea,2016,Rented from Local Authority or Housing Association,52600,4.0
E09000021,Kingston upon Thames,2016,Rented from Local Authority or Housing Association,21700,1.0
E09000022,Lambeth,2016,Rented from Local Authority or Housing Association,121600,4.0
E09000023,Lewisham,2016,Rented from Local Authority or Housing Association,77000,3.0
E09000024,Merton,2016,Rented from Local Authority or Housing Association,29700,1.0
E09000025,Newham,2016,Rented from Local Authority or Housing Association,80100,3.0
E09000026,Redbridge,2016,Rented from Local Authority or Housing Association,28000,1.0
E09000027,Richmond upon Thames,2016,Rented from Local Authority or Housing Association,12600,1.0
E09000028,Southwark,2016,Rented from Local Authority or Housing Association,119800,4.0
E09000029,Sutton,2016,Rented from Local Authority or Housing Association,25900,1.0
E09000030,Tower Hamlets,2016,Rented from Local Authority or Housing Association,137200,4.0
E09000031,Waltham Forest,2016,Rented from Local Authority or Housing Association,42100,1.0
E09000032,Wandsworth,2016,Rented from Local Authority or Housing Association,44700,1.0
E09000033,Westminster,2016,Rented from Local Authority or Housing Association,78800,3.0
E09000001,City of London,2017,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2017,Rented from Local Authority or Housing Association,62500,3.0
E09000003,Barnet,2017,Rented from Local Authority or Housing Association,40100,1.0
E09000004,Bexley,2017,Rented from Local Authority or Housing Association,29700,1.0
E09000005,Brent,2017,Rented from Local Authority or Housing Association,80700,2.0
E09000006,Bromley,2017,Rented from Local Authority or Housing Association,38200,1.0
E09000007,Camden,2017,Rented from Local Authority or Housing Association,85800,4.0
E09000008,Croydon,2017,Rented from Local Authority or Housing Association,60300,1.0
E09000009,Ealing,2017,Rented from Local Authority or Housing Association,43800,1.0
E09000010,Enfield,2017,Rented from Local Authority or Housing Association,56300,1.0
E09000011,Greenwich,2017,Rented from Local Authority or Housing Association,84100,3.0
E09000012,Hackney,2017,Rented from Local Authority or Housing Association,113200,4.0
E09000013,Hammersmith and Fulham,2017,Rented from Local Authority or Housing Association,50400,3.0
E09000014,Haringey,2017,Rented from Local Authority or Housing Association,62200,2.0
E09000015,Harrow,2017,Rented from Local Authority or Housing Association,19200,1.0
E09000016,Havering,2017,Rented from Local Authority or Housing Association,28700,2.0
E09000017,Hillingdon,2017,Rented from Local Authority or Housing Association,56900,1.0
E09000018,Hounslow,2017,Rented from Local Authority or Housing Association,62300,2.0
E09000019,Islington,2017,Rented from Local Authority or Housing Association,87600,4.0
E09000020,Kensington and Chelsea,2017,Rented from Local Authority or Housing Association,55300,4.0
E09000021,Kingston upon Thames,2017,Rented from Local Authority or Housing Association,20700,1.0
E09000022,Lambeth,2017,Rented from Local Authority or Housing Association,101100,4.0
E09000023,Lewisham,2017,Rented from Local Authority or Housing Association,84400,3.0
E09000024,Merton,2017,Rented from Local Authority or Housing Association,33800,1.0
E09000025,Newham,2017,Rented from Local Authority or Housing Association,88900,3.0
E09000026,Redbridge,2017,Rented from Local Authority or Housing Association,18600,1.0
E09000027,Richmond upon Thames,2017,Rented from Local Authority or Housing Association,11000,1.0
E09000028,Southwark,2017,Rented from Local Authority or Housing Association,113900,4.0
E09000029,Sutton,2017,Rented from Local Authority or Housing Association,22200,1.0
E09000030,Tower Hamlets,2017,Rented from Local Authority or Housing Association,128900,4.0
E09000031,Waltham Forest,2017,Rented from Local Authority or Housing Association,58900,2.0
E09000032,Wandsworth,2017,Rented from Local Authority or Housing Association,40500,1.0
E09000033,Westminster,2017,Rented from Local Authority or Housing Association,77800,3.0
E09000001,City of London,2018,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2018,Rented from Local Authority or Housing Association,62500,3.0
E09000003,Barnet,2018,Rented from Local Authority or Housing Association,57900,1.0
E09000004,Bexley,2018,Rented from Local Authority or Housing Association,20800,1.0
E09000005,Brent,2018,Rented from Local Authority or Housing Association,77500,2.0
E09000006,Bromley,2018,Rented from Local Authority or Housing Association,45300,1.0
E09000007,Camden,2018,Rented from Local Authority or Housing Association,87500,4.0
E09000008,Croydon,2018,Rented from Local Authority or Housing Association,77400,2.0
E09000009,Ealing,2018,Rented from Local Authority or Housing Association,41900,1.0
E09000010,Enfield,2018,Rented from Local Authority or Housing Association,72100,1.0
E09000011,Greenwich,2018,Rented from Local Authority or Housing Association,81400,3.0
E09000012,Hackney,2018,Rented from Local Authority or Housing Association,125600,4.0
E09000013,Hammersmith and Fulham,2018,Rented from Local Authority or Housing Association,52500,3.0
E09000014,Haringey,2018,Rented from Local Authority or Housing Association,55600,1.0
E09000015,Harrow,2018,Rented from Local Authority or Housing Association,21200,1.0
E09000016,Havering,2018,Rented from Local Authority or Housing Association,39800,2.0
E09000017,Hillingdon,2018,Rented from Local Authority or Housing Association,57200,2.0
E09000018,Hounslow,2018,Rented from Local Authority or Housing Association,58400,2.0
E09000019,Islington,2018,Rented from Local Authority or Housing Association,75200,4.0
E09000020,Kensington and Chelsea,2018,Rented from Local Authority or Housing Association,52300,4.0
E09000021,Kingston upon Thames,2018,Rented from Local Authority or Housing Association,16100,1.0
E09000022,Lambeth,2018,Rented from Local Authority or Housing Association,117400,4.0
E09000023,Lewisham,2018,Rented from Local Authority or Housing Association,90600,3.0
E09000024,Merton,2018,Rented from Local Authority or Housing Association,31000,1.0
E09000025,Newham,2018,Rented from Local Authority or Housing Association,97400,4.0
E09000026,Redbridge,2018,Rented from Local Authority or Housing Association,24400,1.0
E09000027,Richmond upon Thames,2018,Rented from Local Authority or Housing Association,17400,1.0
E09000028,Southwark,2018,Rented from Local Authority or Housing Association,116800,4.0
E09000029,Sutton,2018,Rented from Local Authority or Housing Association,21400,1.0
E09000030,Tower Hamlets,2018,Rented from Local Authority or Housing Association,110200,4.0
E09000031,Waltham Forest,2018,Rented from Local Authority or Housing Association,53700,2.0
E09000032,Wandsworth,2018,Rented from Local Authority or Housing Association,51400,1.0
E09000033,Westminster,2018,Rented from Local Authority or Housing Association,65500,3.0
E09000001,City of London,2019,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2019,Rented from Local Authority or Housing Association,69500,4.0
E09000003,Barnet,2019,Rented from Local Authority or Housing Association,47300,1.0
E09000004,Bexley,2019,Rented from Local Authority or Housing Association,34500,1.0
E09000005,Brent,2019,Rented from Local Authority or Housing Association,69900,2.0
E09000006,Bromley,2019,Rented from Local Authority or Housing Association,32200,1.0
E09000007,Camden,2019,Rented from Local Authority or Housing Association,94000,4.0
E09000008,Croydon,2019,Rented from Local Authority or Housing Association,75400,2.0
E09000009,Ealing,2019,Rented from Local Authority or Housing Association,42700,1.0
E09000010,Enfield,2019,Rented from Local Authority or Housing Association,73000,2.0
E09000011,Greenwich,2019,Rented from Local Authority or Housing Association,75900,3.0
E09000012,Hackney,2019,Rented from Local Authority or Housing Association,115500,4.0
E09000013,Hammersmith and Fulham,2019,Rented from Local Authority or Housing Association,43500,2.0
E09000014,Haringey,2019,Rented from Local Authority or Housing Association,67200,3.0
E09000015,Harrow,2019,Rented from Local Authority or Housing Association,15200,1.0
E09000016,Havering,2019,Rented from Local Authority or Housing Association,39300,2.0
E09000017,Hillingdon,2019,Rented from Local Authority or Housing Association,49400,1.0
E09000018,Hounslow,2019,Rented from Local Authority or Housing Association,57200,1.0
E09000019,Islington,2019,Rented from Local Authority or Housing Association,97100,4.0
E09000020,Kensington and Chelsea,2019,Rented from Local Authority or Housing Association,51400,4.0
E09000021,Kingston upon Thames,2019,Rented from Local Authority or Housing Association,9100,1.0
E09000022,Lambeth,2019,Rented from Local Authority or Housing Association,106700,4.0
E09000023,Lewisham,2019,Rented from Local Authority or Housing Association,93800,3.0
E09000024,Merton,2019,Rented from Local Authority or Housing Association,25700,1.0
E09000025,Newham,2019,Rented from Local Authority or Housing Association,108300,3.0
E09000026,Redbridge,2019,Rented from Local Authority or Housing Association,26600,1.0
E09000027,Richmond upon Thames,2019,Rented from Local Authority or Housing Association,20000,1.0
E09000028,Southwark,2019,Rented from Local Authority or Housing Association,134100,4.0
E09000029,Sutton,2019,Rented from Local Authority or Housing Association,29100,1.0
E09000030,Tower Hamlets,2019,Rented from Local Authority or Housing Association,136400,4.0
E09000031,Waltham Forest,2019,Rented from Local Authority or Housing Association,48100,1.0
E09000032,Wandsworth,2019,Rented from Local Authority or Housing Association,48900,1.0
E09000033,Westminster,2019,Rented from Local Authority or Housing Association,82500,3.0
E09000001,City of London,2020,Rented from Local Authority or Housing Association,,
E09000002,Barking and Dagenham,2020,Rented from Local Authority or Housing Association,83500,4.0
E09000003,Barnet,2020,Rented from Local Authority or Housing Association,54200,1.0
E09000004,Bexley,2020,Rented from Local Authority or Housing Association,42900,2.0
E09000005,Brent,2020,Rented from Local Authority or Housing Association,58200,1.0
E09000006,Bromley,2020,Rented from Local Authority or Housing Association,44500,1.0
E09000007,Camden,2020,Rented from Local Authority or Housing Association,92800,4.0
E09000008,Croydon,2020,Rented from Local Authority or Housing Association,53600,1.0
E09000009,Ealing,2020,Rented from Local Authority or Housing Association,45400,1.0
E09000010,Enfield,2020,Rented from Local Authority or Housing Association,54500,1.0
E09000011,Greenwich,2020,Rented from Local Authority or Housing Association,83900,4.0
E09000012,Hackney,2020,Rented from Local Authority or Housing Association,104100,4.0
E09000013,Hammersmith and Fulham,2020,Rented from Local Authority or Housing Association,47700,3.0
E09000014,Haringey,2020,Rented from Local Authority or Housing Association,62900,2.0
E09000015,Harrow,2020,Rented from Local Authority or Housing Association,18400,1.0
E09000016,Havering,2020,Rented from Local Authority or Housing Association,32200,1.0
E09000017,Hillingdon,2020,Rented from Local Authority or Housing Association,44800,1.0
E09000018,Hounslow,2020,Rented from Local Authority or Housing Association,60700,2.0
E09000019,Islington,2020,Rented from Local Authority or Housing Association,85800,4.0
E09000020,Kensington and Chelsea,2020,Rented from Local Authority or Housing Association,37200,2.0
E09000021,Kingston upon Thames,2020,Rented from Local Authority or Housing Association,17400,1.0
E09000022,Lambeth,2020,Rented from Local Authority or Housing Association,96300,3.0
E09000023,Lewisham,2020,Rented from Local Authority or Housing Association,73400,3.0
E09000024,Merton,2020,Rented from Local Authority or Housing Association,20700,1.0
E09000025,Newham,2020,Rented from Local Authority or Housing Association,93400,2.0
E09000026,Redbridge,2020,Rented from Local Authority or Housing Association,19600,1.0
E09000027,Richmond upon Thames,2020,Rented from Local Authority or Housing Association,19900,1.0
E09000028,Southwark,2020,Rented from Local Authority or Housing Association,115600,4.0
E09000029,Sutton,2020,Rented from Local Authority or Housing Association,19600,1.0
E09000030,Tower Hamlets,2020,Rented from Local Authority or Housing Association,131400,4.0
E09000031,Waltham Forest,2020,Rented from Local Authority or Housing Association,44600,1.0
E09000032,Wandsworth,2020,Rented from Local Authority or Housing Association,34900,1.0
E09000033,Westminster,2020,Rented from Local Authority or Housing Association,71000,4.0
E09000001,City of London,2010,Rented from Private landlord,,
E09000002,Barking and Dagenham,2010,Rented from Private landlord,29900,2.0
